Carnobacterium mobile DSM 4848
Rhabdonatronobacter sediminivivens
Halomonas johnsoniae
Pseudomonas delhiensis
Tyto alba
Umezawaea beigongshangensis
Scotopteryx bipunctaria
Roseivirga echinicomitans
Nocardioides limicola
Aeromonas lacus
Micromonospora taraxaci
Demequina aestuarii
Flavimaricola marinus
Trichopoda pennipes
Lysinibacillus contaminans
Scyllarides nodifer
Fodinibius salicampi
Nocardia arthritidis NBRC 100137
Gonium pectorale
Thermomyces lanuginosus
Mustelus asterias
Lomanotus vermiformis
Eucalyptus grandis x Eucalyptus urophylla
Microbacterium schleiferi
Micromonospora humidisoli
Chloroclystis v-ata
Ophryoscolex caudatus
Roseivirga pacifica
Paenibacillus validus NBRC 15382
Eupentacta quinquesemita
Paraburkholderia adhaesiva
Streptococcus oralis ATCC 35037
Thuja plicata
Seonamhaeicola algicola
Leptospira wolbachii serovar Codice str. CDC
Phaeodactylibacter luteus
Trachypithecus pileatus
Hemileccinum impolitum
Ghiorsea bivora
Chromobacterium haemolyticum
Chitinophaga agrisoli
Ranitomeya imitator
Clostridium zeae
Bacillus massilionigeriensis
Odontomyia ornata
Metschnikowia hamakuensis
Ruania suaedae
Aureobasidium vineae
Wolbachia endosymbiont (group B) of Cyclophora punctaria
Ehrlichia ruminantium str. Welgevonden
Caenorhabditis elegans
Cacatua galerita
Lacinutrix iliipiscaria
Penicillium fructuariae-cellae
Paenibacillus solisilvae
Eleocharis dulcis
Fusarium sublunatum
Ralstonia pickettii
Penaeus indicus
Gorillibacterium timonense
Methyloglobulus morosus KoM1
Drosophila bifasciata
Bacillus alkalicola
Weissella diestrammenae
Saguinus oedipus
Bradyrhizobium canariense
Nonomuraea lactucae
Steinernema riobrave
Oesophagostomum dentatum
Mamestra brassicae
Patella vulgata
Brevibacterium album DSM 18261
Pseudocercospora eumusae
Labedella populi
Lepomis gibbosus
Larus michahellis
Falseniella ignava
Halobaculum halobium
Xanthia togata
Vibrio panuliri
Spialia carnea
Lysobacter yananisis
Frankia alni ACN14a
Dolichallabes microphthalmus
Fusarium nanum
Peptoniphilus indolicus
Rhizorhabdus phycosphaerae
Bengtsoniella intestinalis
Paractinoplanes toevensis
Gymnodinialimonas phycosphaerae
Seohaeicola nanhaiensis
Stemphylium beticola
Miltochrista miniata
Inquilinus limosus DSM 16000
Drosophila fulvimacula
Desmognathus mavrokoilius
Sphingomonas caseinilyticus
[Acidovorax] ebreus TPSY
Zosterops pallidus
Streptomyces ambofaciens ATCC 23877
Rucervus eldii siamensis
Algoriphagus lutimaris
Anzia colpodes
Geukensia granosissima
Luteolibacter soli
Halalkalibacillus sediminis
Fluviicola chungangensis
Leucaspius delineatus
Erwinia endophytica
Pseudomonas neustonica
Vagococcus luciliae
Streptomyces europaeiscabiei
Arctostaphylos glauca
Paenibacillus anseongense
Bifidobacterium scaligerum
Anniella stebbinsi
Neorhizobium turbinariae
Chlamydiifrater phoenicopteri
Flavobacterium saccharophilum
Pentaglottis sempervirens
Pseudonocardia cypriaca
Pharyngocirrus eroticus
Sceloporus chrysostictus
Parapedobacter pyrenivorans
Fonsecaea erecta
Archegozetes longisetosus
Emesis aerigera
Coriolopsis trogii
Streptococcus bovimastitidis
Idiomarina rhizosphaerae
Lamellibrachia barhami
Pseudomonas serbiensis
Eurypyga helias
Nocardiopsis dassonvillei
Flavobacterium gyeonganense
Rhodococcus oxybenzonivorans
Chloropicon primus
Usitatibacter rugosus
Filimonas zeae
Rossbeevera mucosa
Aeromonas diversa CDC 2478-85
Thielaviopsis punctulata
Pseudohoeflea suaedae
Flavobacterium araucananum
Eimeria mitis
Nitrospina gracilis 3/211
Pezicula rhizophila
Ignatzschineria indica
Segetibacter koreensis DSM 18137
Periphyllus acericola
Pedococcus badiiscoriae
Ooceraea biroi
Granulicella pectinivorans
Sphingobium soli
Soehngenia longivitae
Streptomyces thioluteus
Astrephomene gubernaculifera
Aedoeadaptatus urinae
Eucalyptus melliodora
Nedystoma novaeguineae
Xanthomonas sontii
Halonatronum saccharophilum DSM 13868
Otus mirus
Marasmia exigua
Ophiura sarsii vadicola
Shewanella algae
Citrus nobilis
Luteimonas terricola
Heliconius hierax
Paenarthrobacter nitroguajacolicus
Alkalimonas cellulosilytica
Loigolactobacillus binensis
Actinorugispora endophytica
Actinomadura rugatobispora
Francisella philomiragia
Yponomeuta malinellus
Desmognathus valentinei
Poseidonibacter parvus
Atlantirivulus santensis
Maribacter polysiphoniae
Prillingera fragicola
Apiotrichum domesticum
Crocosphaera watsonii WH 0003
Fusarium compactum
Thermodesulfovibrio aggregans
Cyanomitra cyanolaema
Lactobacillus mulieris
Paracoccus lutimaris
Synergus laeviventris
Paenibacillus harenae DSM 16969
Streptomyces cellulosae
Galaxias oliros
Paenibacillus terricola
Cryptosporidium felis
Zwackhia viridis
Helichrysum umbraculigerum
Leeia speluncae
Aquimarina hainanensis
Wolbachia endosymbiont (group B) of Campaea margaritaria
Cyclargus thomasi
Candidozyma heveicola
Mycena kentingensis (nom. inval.)
Paraburkholderia agricolaris
Plantago crassifolia
Ephydra gracilis
Aquimarina latercula DSM 2041
Boeremia lycopersici
Dermacentor silvarum
Marinobacterium nitratireducens
Acropora cytherea
Starmera quercuum
Eudyptes sclateri
Paracoccus versutus
Phasia obesa
Vibrio splendidus
Paraburkholderia dilworthii
Oleoguttula mirabilis
Pandoraea bronchicola
Paenibacillus oenotherae
Spiribacter halobius
Wolbachia endosymbiont of Glossina morsitans morsitans
Candidatus Rhodoluna planktonica
Phyllobacterium ifriqiyense
Ornithinimicrobium cerasi
Salinarimonas soli
Ostreococcus tauri
Hypoplectrus puella
Porphyromonas pasteri
Algoriphagus namhaensis
Rhodococcus cerastii
Apostictopterus fuliginosus
Boletus subdepauperatus
Pseudoroseomonas rhizosphaerae
Wolbachia endosymbiont of Ctenocephalides felis wCfeT
Wolfiporia hoelen
Protaphorura quadriocellata
Syncephalastrum contaminatum
Flexilinea flocculi
Craspedostauros australis
Graphium sarpedon
Elaeis oleifera
Spondyliosoma cantharus
Pantoea rodasii
Moritella dasanensis ArB 0140
Lophocebus aterrimus
Philopotamus ludificatus
Pichia cabralensis
Clydaea vesicula
Squalius carolitertii
Meridianimarinicoccus aquatilis
Planococcus shenhongbingii
Snodgrassella gandavensis
Polyangium fumosum
Bifidobacterium saguini
Butyricimonas synergistica DSM 23225
Ernsta confusa
Dickeya oryzae
Fraxinus latifolia
Desulfurobacterium pacificum
Halorubrum ezzemoulense
Thermocarpiscus australiensis
Anguillospora crassa
Porphyromonas loveana
Mycocalia duriaeana
Cohnella abietis
Sphingobacterium detergens
Micromonas commoda
Colletotrichum salicis
Suillus lakei
Oceanimonas doudoroffii
Pyrrhura roseifrons
Mariniplasma anaerobium
Staphylococcus cornubiensis
Methanococcus voltae PS
Agriotes lineatus
Kocuria gwangalliensis
Comamonas koreensis
Oreohelix idahoensis
Tockus jacksoni
Flavobacterium fryxellicola
Bombella apis
Haloarchaeobius litoreus
Eilema sororculum
Corallium rubrum
Fructobacillus durionis
Thermus thalpophilus
Plantago coronopus
Isochrysis galbana
Musella lasiocarpa
Lepus europaeus
Tatumella citrea
Microceris scylla
Desulfoluna limicola
Amanita inopinata Kibby_2008
Chamaeleo dilepis
Basidioascus undulatus
Sphingobacterium puteale
Pseudomonas neuropathica
Cabassous unicinctus
Phycicoccus mangrovi
Cladosporium cladosporioides
Umbelopsis vinacea
Burkholderia pyrrocinia
Phytobacter massiliensis JC163
Pseudogemmobacter lacusdianii
Cataclysta lemnata
Naja haje
Coffea eugenioides
Mycoplasmopsis opalescens ATCC 27921
Empoasca decipiens
Aleiodes leptofemur
Salinibacterium sedimenticola
Vulpes lagopus
Sesamia nonagrioides
Desmognathus pascagoula
Trichococcus collinsii
Flammeovirga kamogawensis
Allochromatium humboldtianum
Brevibacterium aurantiacum
Meiothermus taiwanensis WR-220
Marinobacter antarcticus
Chrysosplenium macrophyllum
Castanopsis chinensis
Sebastes crameri
Streptoverticillium reticulum
Methylobacterium fujisawaense
Maribacter aestuarii
Nesterenkonia muleiensis
Bartonella bacilliformis KC583
Petrochromis orthognathus
Agrochola macilenta
Wolbachia endosymbiont of Drosophila sechellia
Thlaspi arvense
Actinacidiphila glaucinigra
Brevundimonas fontaquae
Lamprologus stappersi
Hydrogenispora ethanolica
Pseudomonas weihenstephanensis
Legionella steelei
Meteorus colon
Setomelanomma holmii
Ceratophysella granulata
Teratosphaeria viscida
Apilactobacillus waqarii
Pseudalkalibacillus berkeleyi
Mycotypha africana
Granulicella aggregans
Nevskia soli DSM 19509
Alkalidesulfovibrio alkalitolerans DSM 16529
Trichomalopsis sarcophagae
Acrodontium crateriforme
Drosophila ficusphila
Bacillus taeanensis
Pedobacter terrae
[Curtobacterium] plantarum
Pterapherapteryx sexalata
Acidithiobacillus ferrianus
Chryseosolibacter histidini
Perkinsus olseni
Mycoplasma zalophi
Sulfuriferula thiophila
Microbacterium aquimaris
Schistocerca americana
Marimonas arenosa
Saimiri boliviensis boliviensis
Microbacterium gubbeenense DSM 15944
Providencia sneebia DSM 19967
Marichromatium bheemlicum
Huntiella abstrusa
Corynebacterium tuberculostearicum
Janibacter cremeus
Haploplasma axanthum
Eupithecia linariata
Paludisphaera soli
Atopobacter phocae ATCC BAA-285
Canibacter zhoujuaniae
Ceratitis quilicii
Bellilinea caldifistulae
Pseudomonas thermotolerans J53
Paraburkholderia monticola
Xenopus laevis
Gadus morhua
Wickerhamomyces sydowiorum
Pholidichthys leucotaenia
Streptomyces avermitilis MA-4680 = NBRC 14893
Legionella longbeachae NSW150
Rhodospirillum rubrum ATCC 11170
Claviceps perihumidiphila
Fredinandcohnia salidurans
Littorina obtusata
Marinimicrobium locisalis
Glutamicibacter uratoxydans
Abyssicoccus albus
Martelella radicis
Philereme transversata
Maribellus maritimus
Desulfonema magnum
Panulirus pascuensis
Pneumocystis wakefieldiae
Bifidobacterium moukalabense
Metschnikowia bicuspidata var. bicuspidata NRRL YB-4993
Amycolatopsis thailandensis
Naegleria lovaniensis
Handroanthus impetiginosus
Marcelleina donadinii
Dibaeis sorediata
Laterallus jamaicensis coturniculus
Floricoccus penangensis
Pseudomonas kitaguniensis
Pararhizobium polonicum
Amazona autumnalis
Fusarium luffae
Oerskovia flava
Dysosmobacter acutus
Granulicella mallensis MP5ACTX8
Melaminivora alkalimesophila
Virgibacillus oceani
Coendou prehensilis
Lepidiolamprologus kendalli
Epilissus splendidus
Drosophila kepulauana
Nocardioides pini
Sander lucioperca
Halobellus clavatus
Ordospora pajunii
Microlunatus ginsengisoli
Mycolicibacter nonchromogenicus
Beauveria medogensis
Paramagnetospirillum kuznetsovii
Trichoglossum hirsutum
Rhizobium leguminosarum
Helicobacter apodemus
Apiospora kogelbergensis
Linyphia triangularis
Androctonus mauritanicus
Legionella spiritensis
Thyregis relictus
Dentiscutata erythropus
Paecilomyces lecythidis
Marisediminitalea aggregata
Haloarcula halophila
Lentzea indica
Dethiosulfovibrio marinus
Pantoea conspicua
Hafnia paralvei
Paraburkholderia caledonica
Leptobrachium leishanense
Rhizobium rhizophilum
Mangrovibacter phragmitis
Leptinotarsa texana
Cryptococcus decagattii
Solanum okadae
Paenibacillus azoreducens
Nocardia vaccinii NBRC 15922
Streptomyces huiliensis
Spirosoma aerolatum
Drosophila pectinifera
Tiliacea aurago
Oceanobacillus halophilus
Azorhizobium doebereinerae UFLA1-100
Dermochelys coriacea
Trichomonascus ciferrii
Actinobacillus succinogenes 130Z
Bifidobacterium favimelis
Aquitalea aquatilis
Sindora glabra
Sigmodon hispidus
Setaria digitata
Rhaebo guttatus
Oscheius onirici
Cyanomitra olivacea
Prototheca ciferrii
Ceratozetes gracilis
Ancylobacter oerskovii
Anaerobacillus alkalidiazotrophicus
Sporolactobacillus inulinus
Diplosphaera chodatii
Streptococcus sciuri
Mastomys natalensis
Roseateles puraquae
Glebionis coronaria
Devosia aquimaris
Microbacterium luticocti DSM 19459
Macrostomum lignano
Pseudacidobacterium ailaaui
Candidatus Phytoplasma palmae
Marinobacter piscensis
Gulosibacter chungangensis
Planococcus massiliensis
Ramlibacter cellulosilyticus
Streptococcus ruminicola
Gyromitra splendida
Ramulispora sorghi f. maydis
Luoshenia tenuis
Halopseudomonas formosensis
Gracilaria caudata
Caulobacter soli
Shinella daejeonensis
Plantactinospora soyae
Helicobacter aurati
Pannonibacter carbonis
Mytilus coruscus
Anaerococcus obesiensis
Halarchaeum acidiphilum MH1-52-1
Botia kubotai
Brachybacterium saurashtrense
Phocaeicola sartorii
Malacoctenus triangulatus
Brevundimonas fluminis
Paenibacillus filicis
Thermoanaerobacter kivui
Tropicibacter alexandrii
Paraburkholderia edwinii
Hesperia meskei straton
Nocardia exalbida NBRC 100660
Lepidiolamprologus cunningtoni
Ectomis asine
Candidatus Sororendozoicomonas aggregata
Xanthostigma xanthostigma
Lepus timidus
Limnofasciculus baicalensis BBK-W-15
Corallibacter vietnamensis
Spiroplasma endosymbiont of Polydrusus formosus
Bradyrhizobium xenonodulans
Coptodactyla brooksi
Blastobotrys mokoenaii
Bacillus xiapuensis
Leptonema illini DSM 21528
Flagellimonas oceani
Hetaerina titia
Qipengyuania aurantiaca
Pseudomonas reidholzensis
Caballeronia temeraria
Sanderia malayensis
Merluccius polylepis
Cetradonia linearis
Desertihabitans brevis
Candida africana
Paracoccus xiamenensis
Curvularia lunata
Aplidium turbinatum
Halocalculus aciditolerans
Saccharothrix australiensis
Microbulbifer donghaiensis
Polynucleobacter arcticus
Backusella liffmaniae
Cutaneotrichosporon cyanovorans
Paracyclopina nana
Marinobacter denitrificans
Bolboschoenus planiculmis
Abrostola triplasia
Kluyvera georgiana
Lipophrys pholis
Zonitis immaculata
Aspergillus keveii
Eucalyptus polybractea
Actinomycetospora aeridis
Loktanella agnita
Exophiala sideris
Paraburkholderia rhynchosiae
Methylobacterium flocculans
Desulforhopalus singaporensis
Pythium rhizo-oryzae
Streptomyces stramineus
Microbacterium yannicii
Beauveria australis
Meloe dianella
Salinarchaeum laminariae
Trupanea jonesi
Gemmata obscuriglobus
Mareca falcata
Jemadia hospita hospita
Pseudomonas quasicaspiana
Idiomarina xiamenensis 10-D-4
Aquimixticola soesokkakensis
Pedobacter ureilyticus
Nioella nitratireducens
Isotomiella minor
Candidatus Mycolicibacterium alkanivorans
Flavicella marina
Malaclemys terrapin pileata
Ceratocystis smalleyi
Sipha maydis
Geotrichum galactomycetum
Acronicta alni
Blastopirellula sediminis
Nocardia brasiliensis
Kribbella capetownensis
Aggregatibacter segnis ATCC 33393
Grallaria varia
Segatella oulorum F0390
Argyrosomus japonicus
Alicyclobacillus mengziensis
Terriglobus tenax
Virgisporangium aurantiacum
Streptomyces apricus
Tympanoctomys barrerae
Solemya velum gill symbiont
Symbiotaphrina buchneri
Bacteroides sedimenti
Stakelama saccharophila
Talaromyces thailandensis
Stenotrophomonas lacuserhaii
Dickeya dianthicola
Heterosigma akashiwo
Flavobacterium phycosphaerae
Lactifluus rugatus
Methylomicrobium lacus LW14
Collinsella ihumii
Macrosteles quadrilineatus
Trigonella corniculata
Labia minor
Anaerococcus cruorum
Paenibacillus segetis
Saraca asoca
Myxozyma udenii
Boletus harrisonii
Arthrobacter ipis
Limosilactobacillus pontis
Glycine latifolia
Donghicola eburneus
Rhipicephalus appendiculatus
Streptosporangium roseum DSM 43021
Actinosynnema mirum DSM 43827
Robiginitalea marina
Drosophila demipolita
Malus komarovii
Nesoenas mayeri
Sphingomonas arvum
Altererythrobacter segetis
Roseateles aquatilis
Cryptosporidium xiaoi
Brevundimonas albigilva
Azomonas macrocytogenes
Gulosibacter macacae
Streptacidiphilus neutrinimicus
Chinchaysuyoa labiata
Sphingobacterium litopenaei
Alkalibacterium putridalgicola
Burkholderia theae
Stylonectria norvegica
Triatoma infestans
Tamarix chinensis
Streptomyces cremeus
Aspergillus ochraceoroseus IBT 24754
Amycolatopsis acidiphila
Halomonas hibernica
Hypoxylon trugodes
Bradyrhizobium quebecense
Nitratireductor aquibiodomus
Penicillium psychrosexuale
Clostridium septicum
Nocardioides daedukensis
Candidatus Mycoplasma haematominutum 'Birmingham 1'
Rhizodermea veluwensis
Coprinus comatus
Flavobacterium macrobrachii
Leptomonas seymouri
Kroppenstedtia sanguinis
Massilia aquatica
Nocardiopsis terrae
Dialister massiliensis
Massiliimalia timonensis
Batrachochytrium salamandrivorans
Bifidobacterium mizhiense
Folsomia penicula
Oxalobacter vibrioformis
Teladorsagia circumcincta
Pontiella agarivorans
Nitzschia inconspicua
Pseudidiomarina gelatinasegens
Aureoboletus gentilis
Solanum sitiens
Sporosarcina gallistercoris
Microbacterium kyungheense
Churabana kuroshioae
Cucurbita argyrosperma subsp. sororia
Corynebacterium parakroppenstedtii
Cicer pinnatifidum
Flaviramulus basaltis
Caballeronia arationis
Sarocladium sparsum
Deinococcus malanensis
Carnobacterium inhibens subsp. gilichinskyi
Arenibacter antarcticus
Podospora bellae-mahoneyi
Rhytidiadelphus loreus
Pleurotus cornucopiae
Rhopobota ustomaculana
Epirrita christyi
Vagococcus teuberi
Streptomyces samsunensis
Bathybates fasciatus
Halorubrum halodurans
Pseudothermotoga hypogea DSM 11164 = NBRC 106472
Eucalyptus shirleyi
Ammospiza maritima maritima
Euzophera pinguis
Isurus oxyrinchus
Aeromonas allosaccharophila
Pelargonium citronellum
Acrocephalus arundinaceus
Neokomagataea thailandica NBRC 106555
Clostridium prolinivorans
Melanophora roralis
[Candida] wancherniae
Nocardioides carbamazepini
Liquorilactobacillus hordei DSM 19519
Epinephelus malabaricus
Actinoplanes palleronii
Streptomyces sannanensis
Monilinia vaccinii-corymbosi
Halorussus halophilus
Cerasibacillus terrae
Roseicyclus sediminis
Paludisphaera mucosa
Ramlibacter aquaticus
Serendipita indica DSM 11827
Acidithiobacillus sulfurivorans
Anaeromyxobacter terrae
Neisseria brasiliensis
Hyalorbilia oviparasitica
Chrysolina americana
Pimelodus maculatus
Methanobacterium bryantii
Notamacropus eugenii
Staphylococcus marylandisciuri
Pseudorhodobacter turbinis
Lestradea stappersii
Aquipuribacter nitratireducens
Bursaphelenchus mucronatus
Epichloe clarkii
Microvirga ossetica
Catharus ustulatus
Heliconius xanthocles
Opegrapha moroziana
Wickerhamiella domercqiae
Portulaca oleracea
Corynebacterium glaucum
Rhizobium grahamii
Paracoccus hibiscisoli
Populibacterium corticicola
Citricoccus alkalitolerans
Neopsephotus bourkii
Massilia suwonensis
Thermoleophilum album
Flavobacterium ammoniigenes
Symmetromphalus regularis
Drosophila asahinai
Fundulus diaphanus
Aspergillus calidoustus
Lignipirellula cremea
Fusobacterium vincentii
Acer saccharum
Paenibacillus lycopersici
Ramalina farinacea
Pseudocitrobacter cyperus
Pseudomonas prosekii
Cyberlindnera sargentensis
Methanoculleus submarinus
Epizoanthus ramosus
Flavobacterium omnivorum
Lasioglossum malachurum
Streptomyces corchorusii
Belliella filtrata
Lachnospira pectinoschiza
Passova passova rudex
Lasiodiplodia hormozganensis
Nesterenkonia halobia
Pyrrhura subandina
Ganoderma boninense
Apiosordaria backusii
Digitaria radicosa
Phenganax marumi
Enterococcus nangangensis
Panthera onca
Enhydrobacter aerosaccus
Glycomyces dulcitolivorans
